cód.;Escola;endereco;num;bairro;municipio;DDD;Telefone;CEP;E-mail;Dependência;endereco_completo;lat;lng
134708;CRECHE MUNDO FELIZ;R MONICA SABEL;751;MARGEM ESQUERDA;GASPAR;4.0;3322140;89110000;;Particulares;R MONICA SABEL, 751 - MARGEM ESQUERDA, GASPAR - SC, 89110000;-26.92099;-48.9603
150690;CRECHE MUNICIPAL SÃO DOMINGOS;RUA JOAO BOSATO ,ESQUINA COM ARNILINDO SCHNORR;495;SAO DOMINGOS;SÃO JOSÉ DO CEDRO;49.0;36431971;89930000;regidalalba@hotmail.com;Particulares;RUA JOAO BOSATO ,ESQUINA COM ARNILINDO SCHNORR, 495 - SAO DOMINGOS, SÃO JOSÉ DO CEDRO - SC, 89930000;-26.45231;-53.50595
116882;CRECHE NS DA BOA VIAGEM;R JOAO MOTTA ESPEZIM;783;SACO DOS LIMOES;FLORIANÓPOLIS;4.0;3336050;88045400;;Particulares;R JOAO MOTTA ESPEZIM, 783 - SACO DOS LIMOES, FLORIANÓPOLIS - SC, 88045400;-27.60884;-48.53236
144053;CRECHE PEQUENA SEREIA;R ALBERTO KOFFKE;208;VELHA;BLUMENAU;47.0;33260353;89012440;;Particulares;R ALBERTO KOFFKE, 208 - VELHA, BLUMENAU - SC, 89012440;-26.9121;-49.07765
157430;CRECHE PLANETA BEBE;RUA PEDRO ALVARES CABRAL;497;CRUZEIRO;SÃO LOURENÇO DO OESTE;49.0;33852288;89990000;planetabebe2017@gmail.com;Particulares;RUA PEDRO ALVARES CABRAL, 497 - CRUZEIRO, SÃO LOURENÇO DO OESTE - SC, 89990000;-26.36066;-52.85252
144746;CRECHE RAIO DE LUZ;R FRITZ KOEGLER;330;FORTALEZA;BLUMENAU;47.0;33385431;89056100;;Particulares;R FRITZ KOEGLER, 330 - FORTALEZA, BLUMENAU - SC, 89056100;-26.87425;-49.06818
136530;CRECHE SANTA BARBARA;R BIGUACU;80;BELA VISTA;SÃO JOSÉ;4.0;2579156;88110550;;Particulares;R BIGUACU, 80 - BELA VISTA, SÃO JOSÉ - SC, 88110550;-27.57132;-48.61708
388;CRECHE SAO FRANCISCO DE ASSIS;SERV ALFREDO SILVA  SERRINHA;0;TRINDADE;FLORIANÓPOLIS;4.0;2336748;88040410;;Particulares;SERV ALFREDO SILVA  SERRINHA, 0 - TRINDADE, FLORIANÓPOLIS - SC, 88040410;-27.59679;-48.5246
110558;CRECHE SETE ANOES;R PE EDUARDO;871;PADRE EDUARDO;TAIÓ;4.0;5621553;89190000;;Particulares;R PE EDUARDO, 871 - PADRE EDUARDO, TAIÓ - SC, 89190000;-27.13384;-49.99023
23094;CRECHE SOLAR DO BEIJA FLOR;R DOM PEDRO II;325;CANOAS;RIO DO SUL;4.0;5221791;89160000;;Particulares;R DOM PEDRO II, 325 - CANOAS, RIO DO SUL - SC, 89160000;-27.22052;-49.65167
7420;CRECHE STA RITA DE CASSIA;R JOAO T DA SILVA;2456;CENTRO;ORLEANS;48.0;34662456;88870000;;Particulares;R JOAO T DA SILVA, 2456 - CENTRO, ORLEANS - SC, 88870000;-28.35757;-49.28692
3638;CRECHE VINDE A MIM AS CRIANCINHAS;R OTTO JULIO MALINA;1306;IPIRANGA;SÃO JOSÉ;4.0;2461153;88111500;;Particulares;R OTTO JULIO MALINA, 1306 - IPIRANGA, SÃO JOSÉ - SC, 88111500;-27.56608;-48.62707
152048;CRECHE VO INACIA;RUA DOIS PINHEIROS;111;CAEIRA DOS SACOS DOS LIMOES;FLORIANÓPOLIS;48.0;32236692;88045399;adm@ararangua.org.br;Particulares;RUA DOIS PINHEIROS, 111 - CAEIRA DOS SACOS DOS LIMOES, FLORIANÓPOLIS - SC, 88045399;-27.59808;-48.53391
147826;CREEPI-CENTRO EDUC DE PREPARACAO INTEGRADA;RUA ALVARO RAMOS;146;TRINDADE;FLORIANÓPOLIS;48.0;3333-1382;88036-030;stelamgalvao@hotmail.com;Particulares;RUA ALVARO RAMOS, 146 - TRINDADE, FLORIANÓPOLIS - SC, 88036-030;-27.58338;-48.52752
160482;CUBO MÁGICO;RUA LINO DO AMARAL;274;CIDADE NOVA;ITAJAÍ;47.0;30213767;88308171;;Particulares;RUA LINO DO AMARAL, 274 - CIDADE NOVA, ITAJAÍ - SC, 88308171;-26.9174;-48.69583
140805;CURSO APROVACAO SC LTDA;R  PORTO ALEGRE;373;CENTRO;CHAPECÓ;49.0;33235573;89802130;COORDENAAOAP@BRTURBO.COM.BR;Particulares;R  PORTO ALEGRE, 373 - CENTRO, CHAPECÓ - SC, 89802130;-27.10227;-52.6186
704784;CURSO COLEGIO MULTIPLA ESCOLHA LTDA ME;RUA MACHADO DE ASSIS;461;CENTRO;CAPIVARI DE BAIXO;48.0;36235634;88745000;;Particulares;RUA MACHADO DE ASSIS, 461 - CENTRO, CAPIVARI DE BAIXO - SC, 88745000;-28.44377;-48.95383
702781;CURSO DEFINICAO LTDA;RUA JOAO PINTO;209;CENTRO;FLORIANÓPOLIS;48.0;2230623;88010420;;Particulares;RUA JOAO PINTO, 209 - CENTRO, FLORIANÓPOLIS - SC, 88010420;-27.59968;-48.54875
3824;CURSO E COLEGIO CONEXAO;R OTTO JULIO MALINA;582;IPIRANGA;SÃO JOSÉ;48.0;2579108;88111500;CTNLAL@WOL.COM.BR;Particulares;R OTTO JULIO MALINA, 582 - IPIRANGA, SÃO JOSÉ - SC, 88111500;-27.5618;-48.62025
154342;CURSO E COLEGIO CONEXAO LTDA;RUA SEME MATTAR;154;VILA BAEPENDI;JARAGUÁ DO SUL;47.0;32754957;89256410;direcao.jaragua@ceconexao.com.br;Particulares;RUA SEME MATTAR, 154 - VILA BAEPENDI, JARAGUÁ DO SUL - SC, 89256410;-26.4789;-49.07952
147915;CURSO E COLEGIO COQUEIROS LTDA ME;RUA DESEMBARGADOR FERREIRA BASTOS;48;COQUEIROS;FLORIANÓPOLIS;48.0;3248-3307;88075-230;marciacolegiovisao@yahoo.com.br;Particulares;RUA DESEMBARGADOR FERREIRA BASTOS, 48 - COQUEIROS, FLORIANÓPOLIS - SC, 88075-230;-27.60954;-48.57715
162353;CURSO E COLÉGIO CRIATIVO;RUA TUPINAMBÁ;347;JARDIM ATLÂNTICO;FLORIANÓPOLIS;48.0;32483704;88095010;;Particulares;RUA TUPINAMBÁ, 347 - JARDIM ATLÂNTICO, FLORIANÓPOLIS - SC, 88095010;-27.58293;-48.58831
138541;CURSO E COLEGIO ENERGIA;R OLGA TEREZA DE CARVALHO RAMOS KRIEGER;100;CENTRO;BRUSQUE;47.0;33556008;88350010;;Particulares;R OLGA TEREZA DE CARVALHO RAMOS KRIEGER, 100 - CENTRO, BRUSQUE - SC, 88350010;-27.09841;-48.91532
116041;CURSO E COLEGIO IDEOLOGIA;JOAO VOGES;210;SUL DO RIO;SANTO AMARO DA IMPERATRIZ;48.0;32452409;88140000;;Particulares;JOAO VOGES, 210 - SUL DO RIO, SANTO AMARO DA IMPERATRIZ - SC, 88140000;-27.68916;-48.77504
160261;CURSO E COLÉGIO INTEGRAL;RUA CAMBORIÚ;487;FAZENDA;ITAJAÍ;47.0;20337788;88301451;atendimento@integralitajai.com.br;Particulares;RUA CAMBORIÚ, 487 - FAZENDA, ITAJAÍ - SC, 88301451;-26.912;-48.6563
144266;CURSO E COLEGIO LAVOISIER;AV LEDIO JOAO MARTINS;721;KOBRASOL;SÃO JOSÉ;48.0;32592030;88102001;lavoisiersul@terra.com.br;Particulares;AV LEDIO JOAO MARTINS, 721 - KOBRASOL, SÃO JOSÉ - SC, 88102001;-27.5948;-48.61367
704474;CURSO E COLEGIO MULTIPLA ESCOLHA;RUA VIDAL RAMOS;110;CENTRO;FLORIANÓPOLIS;48.0;30283008;88010320;jrmultiplaescolha@hotmail.com;Particulares;RUA VIDAL RAMOS, 110 - CENTRO, FLORIANÓPOLIS - SC, 88010320;-27.59561;-48.55038
702013;CURSO INST MARCIO LUIZ GHISI;R JOAO FERNANDES LIMA;345;HUMAITA;TUBARÃO;4.0;6280264;88708300;;Particulares;R JOAO FERNANDES LIMA, 345 - HUMAITA, TUBARÃO - SC, 88708300;-28.46373;-49.01652
299;CURSO PRIMARIO SAO JOSE;AV  HERCILIO LUZ;962;CENTRO;FLORIANÓPOLIS;4.0;2233181;88020001;;Particulares;AV  HERCILIO LUZ, 962 - CENTRO, FLORIANÓPOLIS - SC, 88020001;-27.59609;-48.54512
702145;CURSO SUPLETIVO DE 2 GRAU;R SAUL BRANDALISE;0;MARTELLI;VIDEIRA;4.0;5661422;89560000;;Particulares;R SAUL BRANDALISE, 0 - MARTELLI, VIDEIRA - SC, 89560000;-27.00605;-51.14836
703044;CURSO SUPLETIVO NOVOS TEMPOS;R EMILIO VESCOVI;123;JARDIM AMERICA;FRAIBURGO;49.0;2462103;89580000;FRAIBURGO@UNOESCUDA.EDU.BR;Particulares;R EMILIO VESCOVI, 123 - JARDIM AMERICA, FRAIBURGO - SC, 89580000;-27.01791;-50.91776
160059;CURUPIRA ENSINO FUNDAMENTAL;PERNAMBUCO;280;ANITA GARIBALDI;JOINVILLE;47.0;34330200;89203025;;Particulares;PERNAMBUCO, 280 - ANITA GARIBALDI, JOINVILLE - SC, 89203025;-26.31144;-48.85212
702471;DAMA CENTRO REGIONAL DE ENSINO TECNICO LTDA;AV EXPEDICIONARIOS;855;CAMPO D AGUA VERDE;CANOINHAS;47.0;3622-3988;89460000;estagio@escolatecnicadama.com.br;Particulares;AV EXPEDICIONARIOS, 855 - CAMPO D AGUA VERDE, CANOINHAS - SC, 89460000;-26.17512;-50.37719
161780;DELLASUL CURSOS E COLÉGIO;RUA XV DE NOVEMBRO;35;CENTRO;TUBARÃO;48.0;996533883;88701210;dellasul@hotmail.com;Particulares;RUA XV DE NOVEMBRO, 35 - CENTRO, TUBARÃO - SC, 88701210;-28.48332;-49.00646
161802;DELLASUL CURSOS E COLÉGIO - POLO CRICIÚMA;RUA JOAQUIM NABUCO;255;CENTRO;CRICIÚMA;48.0;34380753;88802000;dellasul@hotmail.com;Particulares;RUA JOAQUIM NABUCO, 255 - CENTRO, CRICIÚMA - SC, 88802000;-28.68191;-49.37199
161799;DELLASUL CURSOS E COLÉGIO - POLO MORRO DA FUMAÇA;RUA VANEIRO MARGOTTI;8;CENTRO;MORRO DA FUMAÇA;48.0;34342219;88830000;dellasul@hotmail.com;Particulares;RUA VANEIRO MARGOTTI, 8 - CENTRO, MORRO DA FUMAÇA - SC, 88830000;-28.65179;-49.20626
160890;DINDA CENTRO DE EDUCAÇÃO INFANTIL;RUA CORONEL CABRAL;401;CENTRO;TUBARÃO;48.0;31920336;88701050;;Particulares;RUA CORONEL CABRAL, 401 - CENTRO, TUBARÃO - SC, 88701050;-28.48385;-49.01137
147940;DOCE MEL RECREACAO E EDUCACAO INFANTIL LTDA;RUA DANTE NAZATO;965;VILA NOVA;JOINVILLE;47.0;3029-0346;89237-310;ceidocemel@terra.com.br;Particulares;RUA DANTE NAZATO, 965 - VILA NOVA, JOINVILLE - SC, 89237-310;-26.29583;-48.90512
131741;DOM BOSCO - ESCOLA INTELIGENTE;AV  LEOBERTO LEAL;689;BARREIROS;SÃO JOSÉ;4.0;3469012;88117001;;Particulares;AV  LEOBERTO LEAL, 689 - BARREIROS, SÃO JOSÉ - SC, 88117001;-27.57044;-48.60644
161322;DOM BOSCO PREMIUM;RUA ALAMIR BOAVENTURA CABRAL FARIAS;350;XV DE NOVEMBRO;TIJUCAS;48.0;32630318;88200000;secretaria@domboscotijucas.com.br;Particulares;RUA ALAMIR BOAVENTURA CABRAL FARIAS, 350 - XV DE NOVEMBRO, TIJUCAS - SC, 88200000;-27.24406;-48.63993
118257;DOM SISTEMA EDUCACIONAL;AV PADRE ANTONIO;190;CENTRO;MARAVILHA;49.0;36644454;89874000;secretaria@domeducacional.com.br;Particulares;AV PADRE ANTONIO, 190 - CENTRO, MARAVILHA - SC, 89874000;-26.77478;-53.18773
157090;E MESTRE INSTITUTO CORRETOR;RODOVIA BR 101, KM 202;303;BARREIROS;SÃO JOSÉ;48.0;32111914;88113100;secretariaidc@outlook.com;Particulares;RODOVIA BR 101, KM 202, 303 - BARREIROS, SÃO JOSÉ - SC, 88113100;-27.57834;-48.61363
20478;EB ADV BOM RETIRO;R NOVA TRENTO;226;BOM RETIRO;JOINVILLE;4.0;4351626;89222510;;Particulares;R NOVA TRENTO, 226 - BOM RETIRO, JOINVILLE - SC, 89222510;-26.27073;-48.84843
22780;EB ADV CELSO RAMOS;R PRESIDENTE KENNED;336;JARDIM AMERICA;RIO DO SUL;4.0;5213246;89160000;;Particulares;R PRESIDENTE KENNED, 336 - JARDIM AMERICA, RIO DO SUL - SC, 89160000;-27.21168;-49.64242
248;EB ADV DR SIEGFRIED HOFFMANN;R VISCONDE DE OURO PRETO;347;CENTRO;FLORIANÓPOLIS;4.0;2226130;88020040;;Particulares;R VISCONDE DE OURO PRETO, 347 - CENTRO, FLORIANÓPOLIS - SC, 88020040;-27.59393;-48.54745
6750;EB ADVENTISTA DE TUBARAO;AV PEDRO ZAPELINI;1495;CENTRO;TUBARÃO;4.0;6222351;88701490;;Particulares;AV PEDRO ZAPELINI, 1495 - CENTRO, TUBARÃO - SC, 88701490;-28.48984;-49.00466
3530;EB ARCEBISPO DOM AFONSO NIEHUES;R DO BOM FIM;2;CENTRO;SÃO JOSÉ;48.0;2472658;88103080;;Particulares;R DO BOM FIM, 2 - CENTRO, SÃO JOSÉ - SC, 88103080;-27.61592;-48.62722
48186;EB BEM ME QUER;R STA CATARINA;170;CENTRO;CONCÓRDIA;49.0;34442299;89700000;;Particulares;R STA CATARINA, 170 - CENTRO, CONCÓRDIA - SC, 89700000;-27.23479;-52.033
2097;EB CRIANCA FELIZ LTDA;R AFONSO PENA;512;ESTREITO;FLORIANÓPOLIS;4.0;2440654;88070650;;Particulares;R AFONSO PENA, 512 - ESTREITO, FLORIANÓPOLIS - SC, 88070650;-27.58843;-48.58201
88838;EB TEMPO FELIZ;R NERY WALTRICK;950;BOA VISTA;CANOINHAS;47.0;36222966;89460000;;Particulares;R NERY WALTRICK, 950 - BOA VISTA, CANOINHAS - SC, 89460000;-26.18867;-50.38913
72257;EBI CENTRO DE EDUCACAO LTDA;CHILE;0;REUNIDAS;CAÇADOR;49.0;5631312;89500000;;Particulares;CHILE, 0 - REUNIDAS, CAÇADOR - SC, 89500000;-26.76983;-51.02421
145866;EDUCACAO INF LONI EMMENDOERFER;FREDERICOCURT ALBERTO VASEL;679;BARRA DO RIO MOLHA;JARAGUÁ DO SUL;47.0;33705882;89259560;cei.loni.e@gmail.com;Particulares;FREDERICOCURT ALBERTO VASEL, 679 - BARRA DO RIO MOLHA, JARAGUÁ DO SUL - SC, 89259560;-26.50675;-49.0864
264;EDUCANDARIO IMACULADA CONCEICAO;R SAO FRANCISCO;148;CENTRO;FLORIANÓPOLIS;4.0;2223025;88015140;;Particulares;R SAO FRANCISCO, 148 - CENTRO, FLORIANÓPOLIS - SC, 88015140;-27.59311;-48.5543
114294;EDUCANDARIO LAR DE JESUS SERTE;R LEONEL PEREIRA;664;CACHOEIRA BOM J;FLORIANÓPOLIS;4.0;2845249;88056300;;Particulares;R LEONEL PEREIRA, 664 - CACHOEIRA BOM J, FLORIANÓPOLIS - SC, 88056300;-27.42617;-48.42452
3930;EDUCANDARIO ROSA VERMELHA;CAXAMBU;365;SERRARIA;SÃO JOSÉ;4.0;2584054;88115600;;Particulares;CAXAMBU, 365 - SERRARIA, SÃO JOSÉ - SC, 88115600;-27.53599;-48.63097
3654;EDUCANDÁRIO SANTA CATARINA;R JOAO GRUMICHE;0;ROCADO;SÃO JOSÉ;48.0;32470877;88108100;;Particulares;R JOAO GRUMICHE, 0 - ROCADO, SÃO JOSÉ - SC, 88108100;-27.59447;-48.62247
33804;EDUCANDARIO SANTA ISABEL;R VICENTE CANTIZANI;50;MARTORANO;SÃO JOAQUIM;4.0;2330775;88600000;;Particulares;R VICENTE CANTIZANI, 50 - MARTORANO, SÃO JOAQUIM - SC, 88600000;-28.28151;-49.93056
156353;EDUCARE CENTRO DE ED INFANTIL E ENS FUNDAMENTAL;AVENIDA LAELIO CORDOVA;375;POÇO RICO;OTACÍLIO COSTA;49.0;91332684;88540000;;Particulares;AVENIDA LAELIO CORDOVA, 375 - POÇO RICO, OTACÍLIO COSTA - SC, 88540000;-27.50711;-50.12387
119296;EDUSU KIDS;R GIACOMO MAZZUCO;0;CIDADE ALTA;ARARANGUÁ;4.0;5221748;88900000;;Particulares;R GIACOMO MAZZUCO, 0 - CIDADE ALTA, ARARANGUÁ - SC, 88900000;-28.94524;-49.49667
93874;EEB E PROFIS PROF ADELIA C VAREJAO;R SAO PEDRO;221;MAGALHAES;LAGUNA;4.0;6440503;88790000;;Particulares;R SAO PEDRO, 221 - MAGALHAES, LAGUNA - SC, 88790000;-28.49387;-48.77518
159590;EEB ESCOLA BONITA;RUA JOÃO MEIRELLES;929;ABRÃAO;FLORIANÓPOLIS;48.0;984213558;88085201;;Particulares;RUA JOÃO MEIRELLES, 929 - ABRÃAO, FLORIANÓPOLIS - SC, 88085201;-27.60904;-48.59374
135178;EEB GERACAO ATIVA;R ALBERTO SANTOS;325;CENTRO;SOMBRIO;4.0;5331900;88960000;;Particulares;R ALBERTO SANTOS, 325 - CENTRO, SOMBRIO - SC, 88960000;-29.11157;-49.63378
88633;EEB SECULO XXI;R 12 DE SETEMBRO;516;CENTRO;CANOINHAS;4.0;6220855;89460000;;Particulares;R 12 DE SETEMBRO, 516 - CENTRO, CANOINHAS - SC, 89460000;-26.18012;-50.39102
155500;EEI COLEGIO MARCIE;RUA CORREIA PINTO;544;CENTRO;LAGES;49.0;32291924;88502202;colegiomarcie@yahoo.com;Particulares;RUA CORREIA PINTO, 544 - CENTRO, LAGES - SC, 88502202;-27.8109;-50.32335
146170;EEIEF CONSTRUCAO DO SABER LTDA;AV SUL BRASIL;420;CENTRO;MARAVILHA;49.0;36641628;42317266;;Particulares;AV SUL BRASIL, 420 - CENTRO, MARAVILHA - SC, 42317266;-26.773;-53.19467
151661;EIF ESCOLA INTERNACIONAL DE FLORIANOPOLIS;R MARIA FLORA PAUSEWANG;418;TRINDADE;FLORIANÓPOLIS;48.0;3024-9838;88036-800;daniela@eif.com.br;Particulares;R MARIA FLORA PAUSEWANG, 418 - TRINDADE, FLORIANÓPOLIS - SC, 88036-800;-27.59519;-48.51733
148679;EJA MUNICIPAL DE LAGUNA;RUA VOLUNTARIO CARPES;155;CENTRO;LAGUNA;48.0;3647-1673;88790-000;ejalaguna@hotmail.com;Particulares;RUA VOLUNTARIO CARPES, 155 - CENTRO, LAGUNA - SC, 88790-000;-28.48524;-48.78052
68608;EP ADV PRINCESA ISABEL;R BRUSQUE;228;CENTRO;ITAJAÍ;4.0;3484896;88330000;;Particulares;R BRUSQUE, 228 - CENTRO, ITAJAÍ - SC, 88330000;-26.90983;-48.66439
107492;ESAVI ESC DE APLICACAO DE VIDEIRA;R PAESE;198;DAS TORRES;VIDEIRA;4.0;5511422;89560000;;Particulares;R PAESE, 198 - DAS TORRES, VIDEIRA - SC, 89560000;-26.99234;-51.17597
106380;ESC ADV CENTRAL DE JOINVILLE;R RIO DO SUL;256;BUCAREIN;JOINVILLE;4.0;4221291;89202040;;Particulares;R RIO DO SUL, 256 - BUCAREIN, JOINVILLE - SC, 89202040;-26.30879;-48.84442
125261;ESC ADV COSTA E SILVA;R JUTA W G WENDEL;194;COSTA E SILVA;JOINVILLE;4.0;4252318;89218470;;Particulares;R JUTA W G WENDEL, 194 - COSTA E SILVA, JOINVILLE - SC, 89218470;-26.27197;-48.86727
36218;ESC ADV DE BOM RETIRO;AV HENRIQUE EDUARDO BOELL;87;CENTRO;BOM RETIRO;4.0;2770295;88680000;;Particulares;AV HENRIQUE EDUARDO BOELL, 87 - CENTRO, BOM RETIRO - SC, 88680000;-27.79668;-49.48572
94293;ESC ADVENTISTA DE IMBITUBA;AV STA CATARINA;47;CENTRO;IMBITUBA;4.0;2550190;88780000;;Particulares;AV STA CATARINA, 47 - CENTRO, IMBITUBA - SC, 88780000;-28.23616;-48.66296
15580;ESC BARAO DO RIO BRANCO;R NEREU RAMOS;220;CENTRO;BLUMENAU;47.0;33226133;89010400;;Particulares;R NEREU RAMOS, 220 - CENTRO, BLUMENAU - SC, 89010400;-26.9237;-49.06184
131377;ESC CRISTA DE FLORIANOPOLIS;R PEDRO CUNHA;1031;ESTREITO;FLORIANÓPOLIS;4.0;2441855;88070500;;Particulares;R PEDRO CUNHA, 1031 - ESTREITO, FLORIANÓPOLIS - SC, 88070500;-27.58937;-48.59013
133809;ESC INF TIA MONE;R SAO JOSE;202;CENTRO;SÃO JOSÉ DO CEDRO;4.0;8430945;89930000;;Particulares;R SAO JOSE, 202 - CENTRO, SÃO JOSÉ DO CEDRO - SC, 89930000;-26.45641;-53.49782
40509;ESC MENINO JESUS ED INF E ENS FUND;R LADISLAU TABALIPA;709;CENTRO;PAPANDUVA;4.0;6532033;89370000;;Particulares;R LADISLAU TABALIPA, 709 - CENTRO, PAPANDUVA - SC, 89370000;-26.40843;-50.13537
123633;ESC NOVA GERACAO;R  INACIO BASTOS;197;BUCAREIN;JOINVILLE;4.0;4550041;89202310;;Particulares;R  INACIO BASTOS, 197 - BUCAREIN, JOINVILLE - SC, 89202310;-26.316;-48.83722
93432;ESC PRIMEIRO DE GRAU ME;R TREZE DE MAIO;30;CENTRO;LAGUNA;4.0;6440974;88790000;;Particulares;R TREZE DE MAIO, 30 - CENTRO, LAGUNA - SC, 88790000;-28.48134;-48.78321
110272;ESC PRIMEIROS PASSOS LTDA;R CAMPOS NOVOS;451;CENTRO;CAÇADOR;49.0;5630873;89500000;;Particulares;R CAMPOS NOVOS, 451 - CENTRO, CAÇADOR - SC, 89500000;-26.77719;-51.01278
101818;ESC SAO FRANCISCO DE ASSIS;R RIO DE JANEIRO;487;CRUZEIRO;SÃO LOURENÇO DO OESTE;49.0;34410520;89990000;;Particulares;R RIO DE JANEIRO, 487 - CRUZEIRO, SÃO LOURENÇO DO OESTE - SC, 89990000;-26.3572;-52.85428
20664;ESC TECNICA TUPY;R  ALBANO SCHMIDT;3333;BOA VISTA;JOINVILLE;49.0;34610133;89227700;;Particulares;R  ALBANO SCHMIDT, 3333 - BOA VISTA, JOINVILLE - SC, 89227700;-26.28989;-48.8123
134619;ESC TECNICA TUPY UNIDADE SAO BENTO DO SU;R HANS DIETER SCHMIDT;879;CENTENARIO;SÃO BENTO DO SUL;4.0;6334040;89290000;;Particulares;R HANS DIETER SCHMIDT, 879 - CENTENARIO, SÃO BENTO DO SUL - SC, 89290000;-26.24668;-49.34921
129755;ESC VIDA NOVA;R FRANCISCO ALVES;174;FLORESTA;JOINVILLE;4.0;4369714;89212220;;Particulares;R FRANCISCO ALVES, 174 - FLORESTA, JOINVILLE - SC, 89212220;-26.34363;-48.85504
16217;ESC0LA CELESTIN FREINET;R CONRADO BALSINI;59;VILA FORMOSA;BLUMENAU;4.0;3222155;89010350;;Particulares;R CONRADO BALSINI, 59 - VILA FORMOSA, BLUMENAU - SC, 89010350;-26.92605;-49.06476
110914;ESCOLA A NOVA DIMENSAO;AV DIOMICIO FREITAS;2587;CARIANOS;FLORIANÓPOLIS;4.0;2361200;88047400;;Particulares;AV DIOMICIO FREITAS, 2587 - CARIANOS, FLORIANÓPOLIS - SC, 88047400;-27.66395;-48.53732
145769;ESCOLA ABC DO CRESCER;R TUPINAMBAS;30;BOMSUCESSO II;CAÇADOR;49.0;35672041;89500000;abcdocrescer@yahoo.com.br;Particulares;R TUPINAMBAS, 30 - BOMSUCESSO II, CAÇADOR - SC, 89500000;-26.7785;-51.00208
159972;ESCOLA ADVENTISTA CRICIÚMA;RUA GENERAL OSÓRIO;528;SANTA BARBARA;CRICIÚMA;48.0;30469250;88804110;secretariaeduc@adventista.org.br;Particulares;RUA GENERAL OSÓRIO, 528 - SANTA BARBARA, CRICIÚMA - SC, 88804110;-28.68973;-49.38394
104639;ESCOLA ADVENTISTA DE CHAPECO;R RUI BARBOSA;132;CENTRO;CHAPECÓ;49.0;33224661;89801970;seceac.ac@usb.org.br;Particulares;R RUI BARBOSA, 132 - CENTRO, CHAPECÓ - SC, 89801970;-27.10267;-52.61129
163643;ESCOLA ALEGRIA DA CRIANCA;RUA JORNALISTA ALIRIO BOSSLE;77;CENTRO;SANTO AMARO DA IMPERATRIZ;48.0;991530368;88140000;;Particulares;RUA JORNALISTA ALIRIO BOSSLE, 77 - CENTRO, SANTO AMARO DA IMPERATRIZ - SC, 88140000;-27.68647;-48.77773
272;ESCOLA ALFERES TIRADENTES;R TIRADENTES;227;CENTRO;FLORIANÓPOLIS;4.0;2220417;88010430;;Particulares;R TIRADENTES, 227 - CENTRO, FLORIANÓPOLIS - SC, 88010430;-27.59958;-48.54828
132764;ESCOLA ALTERNATIVA ANJO SAPECA;CAPITAO ERNESTO NUNES;670;CENTRO;SÃO BENTO DO SUL;4.0;6334516;89290000;;Particulares;CAPITAO ERNESTO NUNES, 670 - CENTRO, SÃO BENTO DO SUL - SC, 89290000;-26.24455;-49.37652
151408;ESCOLA AMERICANA DE FLORIANOPOLIS;R CRISPIM MIRA;351;CENTRO;FLORIANÓPOLIS;48.0;30251231;88020540;ames@amesflorianopolis.sc.com.br;Particulares;R CRISPIM MIRA, 351 - CENTRO, FLORIANÓPOLIS - SC, 88020540;-27.59194;-48.54232
143413;ESCOLA ATITUDE;R TREZE DE MAIO;89;CENTRO;PORTO UNIÃO;42.0;35221205;89400000;;Particulares;R TREZE DE MAIO, 89 - CENTRO, PORTO UNIÃO - SC, 89400000;-26.2294;-51.08234
158500;ESCOLA ATIVA;RUA LUIZ FAGUNDES;2225;PICADAS DO SUL;SÃO JOSÉ;48.0;32472848;88106000;contatoescolaativa@gmail.com;Particulares;RUA LUIZ FAGUNDES, 2225 - PICADAS DO SUL, SÃO JOSÉ - SC, 88106000;-27.60942;-48.64584
112798;ESCOLA AUTONOMIA LTDA;R SALVATINA FELICIANA DOS SANTOS;513;ITACORUBI;FLORIANÓPOLIS;48.0;33314333;88025000;escola@autonomia.com.br;Particulares;R SALVATINA FELICIANA DOS SANTOS, 513 - ITACORUBI, FLORIANÓPOLIS - SC, 88025000;-27.59384;-48.49266
119539;ESCOLA BRANCA DE NEVE;R CORONEL IVAN DENTICE LINHARES;222;COQUEIROS;FLORIANÓPOLIS;48.0;32444873;88080600;;Particulares;R CORONEL IVAN DENTICE LINHARES, 222 - COQUEIROS, FLORIANÓPOLIS - SC, 88080600;-27.60868;-48.58279
154350;ESCOLA CRESCER E CONHECER;ESTRADA GERAL DA FERRUGEM;255;PALHOCINHA;GAROPABA;48.0;32546662;88495000;crescereconhecer@gmail.com;Particulares;ESTRADA GERAL DA FERRUGEM, 255 - PALHOCINHA, GAROPABA - SC, 88495000;-28.04792;-48.62726
129470;ESCOLA DA FAZENDA;R JABORANDI;324;FAZ RIO TAVARES;FLORIANÓPOLIS;4.0;2374602;88063735;;Particulares;R JABORANDI, 324 - FAZ RIO TAVARES, FLORIANÓPOLIS - SC, 88063735;-27.6745;-48.50514
110981;ESCOLA DA ILHA;R VERA LINHARES DE ANDRADE;1910;CORREGO GRANDE;FLORIANÓPOLIS;4.0;2335725;88037000;;Particulares;R VERA LINHARES DE ANDRADE, 1910 - CORREGO GRANDE, FLORIANÓPOLIS - SC, 88037000;-27.59977;-48.49892
